providlyear;ns;ew;objekt;typmetod;Ag (ppb);Al (ppm);As (ppm);Au (ppb);Ba (ppm);Be (ppm);Bi (ppm);Ca (ppm);Cd (ppm);Ce (ppm);Co (ppm);Cr (ppm);Cs (ppm);Cu (ppm);Dy (ppm);Er (ppm);Eu (ppm);Fe (ppm);Ga (ppm);Gd (ppm);Hf (ppm);Ho (ppm);K (ppm);La (ppm);Li (ppm);Lu (ppm);Mg (ppm);Mn (ppm);Mo (ppm);Na (ppm);Nb (ppm);Nd (ppm);Ni (ppm);P (ppm);Pb (ppm);Pd (ppb);Pr (ppm);Rb (ppm);Rh (ppb);S (ppm);Sb (ppm);Sc (ppm);Sm (ppm);Sn (ppm);Sr (ppm);Tb (ppm);Te (ppb);Th (ppm);Ti (ppm);Tl (ppm);Tm (ppm);U (ppm);V (ppm);W (ppm);Y (ppm);Yb (ppm);Zn (ppm);Zr (ppm)
200864161;6688101;613306;KJPA;ICPSGUX;30.8910;;;0.0800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.9440;;;;;;;;12.3500;;;;;;;;;;;
200864202;6701023;661017;KJPA;ICPALSX;;4991.0000;2.8220;;19.2330;0.2940;0.1170;46924.6016;0.0866;52.0730;2.2970;10.2300;0.7440;5.9250;3.2850;1.7840;0.5000;9875.4404;2.1950;4.2130;0.4060;0.6550;945.1910;24.3660;5.5860;0.2070;1880.8300;288.4590;0.2480;190.6750;2.1920;23.5700;4.5850;659.6280;7.1600;177.0000;6.3200;9.6100;;47.7020;0.0901;3.2360;4.9640;0.8500;45.0680;0.6090;;8.5490;823.7900;0.1290;0.2350;1.4160;17.9210;0.1950;18.5440;1.5940;26.5400;15.2680
200864202;6701023;661017;KJPA;ICPSGUX;58.5000;;;0.9480;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27.2650;;;;;;;;23.0200;;;;;;;;;;;
200864212;6701319;650326;KJPA;ICPALSX;;10959.2998;8.8490;;33.8820;0.6950;0.2150;5100.1201;0.0685;127.3730;6.7600;19.0620;0.9250;12.2170;5.2710;2.7880;1.0400;23560.3008;4.4320;7.0190;0.4830;1.0170;1653.1200;49.4370;9.2820;0.3400;4781.9800;454.7860;0.5040;307.9040;3.5680;44.1100;9.4600;739.7020;34.3020;108.0000;12.0080;15.5940;;43.0970;0.1230;5.5180;8.5630;1.5470;20.9650;0.9830;;19.4060;1378.3700;0.2430;0.3700;3.4360;32.7200;0.5510;23.0570;2.3590;44.4220;18.1280
200864212;6701319;650326;KJPA;ICPSGUX;45.4340;;;1.0060;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.0840;;;;;;;;31.0590;;;;;;;;;;;
200864225;6713076;650094;KJPA;ICPALSX;;8317.3799;2.3260;;23.0660;0.5070;0.1340;29600.9004;0.0956;50.4560;4.4780;12.7760;0.6260;15.5590;3.5290;1.9020;0.5480;15502.4004;3.5650;4.2540;0.4900;0.6940;1043.4900;25.4450;6.7180;0.2530;4167.6299;376.7230;0.1470;244.9720;2.9290;23.4970;5.7690;635.3520;11.8900;144.0000;6.1600;9.9000;;35.5500;0.0580;4.7830;4.8380;1.1580;34.5030;0.6190;;12.5910;1022.4200;0.1300;0.2550;2.3710;24.6100;0.6010;19.3320;1.6880;37.1020;17.6960
200864225;6713076;650094;KJPA;ICPSGUX;69.4070;;;2.3130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30.7530;;;;;;;;22.2280;;;;;;;;;;;
200864252;6688243;648962;KJPA;ICPALSX;;9267.3496;4.0020;;25.4070;0.3800;0.2150;4143.2900;0.0436;63.0660;4.7960;13.5370;0.7700;10.0050;2.9920;1.5570;0.6020;15729.0000;3.6120;3.9280;0.3460;0.5800;916.6270;26.9280;6.8440;0.1900;3638.3101;215.4130;0.3560;227.8840;2.7490;23.9520;5.1070;649.3810;15.5440;75.8000;6.4890;8.8510;;44.1420;0.0626;4.2080;4.7840;0.9160;13.9500;0.5560;;10.1000;1015.2900;0.1170;0.2060;2.6850;29.4760;0.4410;14.5350;1.3610;24.5990;12.7840
200864252;6688243;648962;KJPA;ICPSGUX;35.5820;;;0.0500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.1970;;;;;;;;20.3180;;;;;;;;;;;
200864276;6712663;663283;KJPA;ICPALSX;;12188.0000;10.9770;;44.8680;0.7490;0.1210;7690.4902;0.1170;82.2150;9.7060;30.7410;1.0670;9.3850;4.9010;2.7210;0.9890;31388.9004;5.5940;5.6080;0.6250;0.9840;1992.4800;37.6250;10.3320;0.3550;4037.7100;570.8180;1.0350;561.3900;5.8240;33.0950;8.9990;1060.7600;14.3080;193.0000;9.0000;26.8370;;42.0480;1.0410;6.6910;6.3360;1.8700;28.7830;0.8540;;8.6910;3133.2800;0.1810;0.3750;3.2950;49.1170;0.9330;27.6590;2.5320;86.3800;26.9780
200864276;6712663;663283;KJPA;ICPSGUX;33.0230;;;0.0890;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.6130;;;;;;;;14.4920;;;;;;;;;;;
200864321;6700154;675140;KJPA;ICPALSX;;6316.1299;3.8450;;28.1050;0.3770;0.2530;97559.8984;0.1400;69.2950;4.2430;12.8470;0.9790;14.1970;3.8880;2.0730;0.6520;14049.0996;2.6920;5.0860;0.5700;0.7610;1394.4500;31.4870;7.7560;0.2630;3731.8999;385.0100;0.5300;252.2220;2.3350;30.5340;7.0090;687.9360;15.7670;121.0000;7.9150;12.3930;;181.6170;0.1120;3.6390;6.1390;1.0060;97.2630;0.7230;;11.1570;1031.3600;0.2210;0.2720;2.3450;22.6150;0.8690;21.6220;1.8100;34.4540;18.5720
200864321;6700154;675140;KJPA;ICPSGUX;41.3340;;;0.4320;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.8670;;;;;;;;12.2010;;;;;;;;;;;
200864350;6663609;673990;KJPA;ICPALSX;;8915.1104;4.3140;;27.2310;0.5250;0.1940;4309.1001;0.1370;99.8800;5.2860;16.5250;1.1960;9.0070;4.7990;2.3130;0.7570;17648.3008;3.4210;6.5380;0.2650;0.8980;1246.5400;44.6640;8.3200;0.2690;2965.4800;467.5900;0.3290;200.5470;2.3440;40.7550;7.6810;702.0150;14.4190;57.7000;10.8210;14.6180;;33.8090;0.0919;4.5150;8.0540;1.0250;18.3230;0.9280;;15.8210;1020.3000;0.2270;0.3040;2.7300;31.1860;0.4770;23.2930;1.9510;32.5780;12.3210
200864350;6663609;673990;KJPA;ICPSGUX;42.2380;;;0.5990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.9390;;;;;;;;18.4030;;;;;;;;;;;
200864354;6688341;663205;KJPA;ICPALSX;;55032.8984;6.0860;;93.6830;2.1590;0.9970;11975.5996;0.5530;129.1440;32.0980;137.5600;3.5720;67.8710;8.8320;4.3210;2.6770;68704.7031;13.2860;13.4350;0.1180;1.6750;3844.1101;83.1590;35.9330;0.5560;25933.0996;1636.6300;1.0130;276.7390;3.4230;82.6190;38.6440;1134.4000;92.0290;1.0000;21.1970;54.4580;;787.9860;0.3180;21.2230;16.1600;1.6320;30.8500;1.7890;;11.3630;2971.6699;0.4860;0.5420;9.6970;143.2220;0.8370;45.4770;3.5580;448.6630;4.3070
200864354;6688341;663205;KJPA;ICPSGUX;216.9430;;;0.8050;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.9920;;;;;;;;23.5390;;;;;;;;;;;
200864367;6675903;661512;KJPA;ICPALSX;;11590.4004;2.2090;;24.7660;0.4210;0.2490;3697.9600;0.0693;52.6100;6.3160;21.7750;1.1800;5.0190;3.0810;1.5390;0.4990;18085.5000;4.3140;4.0580;0.2290;0.5810;1303.9301;24.3810;7.8530;0.1820;4923.9902;303.1580;0.5340;168.8400;2.4770;23.2760;7.6410;648.1460;9.8450;44.4000;6.0920;16.0940;;101.0630;0.0850;4.6120;4.7800;0.9550;17.8790;0.5650;;9.5660;1130.4900;0.1810;0.2020;1.7950;33.8700;0.6780;15.2670;1.2950;44.6080;9.2760
200864367;6675903;661512;KJPA;ICPSGUX;48.8000;;;0.3100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.6640;;;;;;;;52.6520;;;;;;;;;;;
200864404;6689371;675850;KJPA;ICPALSX;;6832.6899;3.1210;;31.7900;0.3440;0.1940;83943.0000;0.1390;67.2110;4.7180;15.7280;1.0360;12.2970;4.4630;2.2750;0.7310;14178.4004;2.7670;5.6740;0.3020;0.8750;1411.1200;34.5360;7.5870;0.2740;3750.4600;362.7420;0.3150;260.6410;3.3510;33.2060;7.3000;653.7080;10.4620;69.0000;8.6450;13.3060;;167.7040;0.0754;4.1940;6.7100;0.9030;73.4220;0.8180;;11.0910;969.8830;0.2060;0.2980;2.2860;23.7770;0.4210;23.9470;1.9300;25.7990;12.1840
200864404;6689371;675850;KJPA;ICPSGUX;21.2250;;;0.0500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.4730;;;;;;;;8.3420;;;;;;;;;;;
200864421;6688448;685885;KJPA;ICPALSX;;10453.9004;3.5870;;33.1560;0.5660;0.1950;31147.1992;0.0843;72.8760;5.5170;22.8570;1.8990;8.6410;4.3000;2.2650;0.6960;17577.8008;4.5790;5.5710;0.3040;0.8260;2037.2400;34.0540;13.9860;0.2620;3845.6899;359.6160;0.2340;319.2320;3.8830;32.6710;11.8310;563.9720;10.5650;76.4000;8.6980;24.0340;;85.5010;0.0973;5.2470;6.7810;1.3160;38.9720;0.7930;;11.9810;1454.7500;0.2980;0.3020;1.6430;32.1290;0.3070;23.2100;1.9430;39.4610;13.4370
200864421;6688448;685885;KJPA;ICPSGUX;50.0920;;;0.7600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.2490;;;;;;;;17.7270;;;;;;;;;;;
200864424;6678809;701011;KJPA;ICPALSX;;12126.5996;4.9110;;58.6050;0.5930;0.1850;136841.0000;0.0871;54.0560;6.6620;17.9650;2.3490;11.7120;3.3710;1.6780;0.7500;16441.4004;4.3750;4.4670;0.3090;0.6360;2872.1001;24.8220;13.6710;0.1940;4721.2500;534.7710;0.4320;227.0220;1.9290;25.6870;12.7440;626.7890;9.9450;70.7000;6.7170;27.8270;;183.6600;0.1770;4.7320;5.3090;1.0250;109.2310;0.6180;;8.2990;904.7450;0.2940;0.2190;1.1760;24.9220;0.2810;18.4990;1.3650;39.0320;12.1230
200864424;6678809;701011;KJPA;ICPSGUX;35.6300;;;0.1610;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28.2990;;;;;;;;24.6470;;;;;;;;;;;
200864455;6676043;689587;KJPA;ICPALSX;;5258.7798;1.7070;;22.6120;0.5780;0.2470;4190.9702;0.0858;86.2010;2.2150;10.1520;0.5330;2.8140;6.1270;2.9650;1.1340;9936.7998;1.9440;8.5780;0.3280;1.1410;753.3660;52.1950;5.1650;0.3480;2474.7100;315.2820;0.2090;200.1530;1.6050;51.8400;3.7030;796.0700;8.6920;56.3000;13.6370;5.4530;;22.6090;0.1530;3.3060;10.3660;0.7980;17.5810;1.1790;;15.9950;704.8010;0.0956;0.3820;2.4770;18.1130;1.7780;25.7850;2.4500;23.8110;11.0310
200864455;6676043;689587;KJPA;ICPSGUX;48.7470;;;0.0640;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0390;;;;;;;;27.8330;;;;;;;;;;;
200864469;6675446;675523;KJPA;ICPALSX;;9868.4502;1.2760;;32.9140;0.3900;0.1230;5622.1899;0.0502;70.5270;4.9310;20.3720;0.8900;14.5840;3.1880;1.5710;0.6280;14332.5996;3.5060;4.5240;0.2090;0.5970;689.3690;34.3410;6.9660;0.1910;3732.5300;287.4170;0.1170;250.8320;2.2650;31.2530;7.3660;615.8870;6.5520;39.0000;8.4850;6.8150;;30.0210;0.0616;5.0670;6.0310;0.8470;23.7630;0.5980;;9.3670;1246.0100;0.1040;0.1970;1.6980;26.7060;0.2280;20.1180;1.3030;38.6610;9.8560
200864469;6675446;675523;KJPA;ICPSGUX;18.0110;;;0.2740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.4970;;;;;;;;22.4810;;;;;;;;;;;
200864520;6675446;650283;KJPA;ICPALSX;;14505.7998;3.1660;;37.1310;0.6580;0.2790;8883.7803;0.0421;86.7950;7.3510;17.2900;1.0940;11.2790;4.1540;2.2230;0.9580;22654.0000;5.2720;5.6710;0.3990;0.8120;1327.4800;38.6860;9.3410;0.2790;5621.6401;368.4510;0.2460;342.3450;2.2080;34.7420;6.4380;973.9820;8.1770;72.5000;9.2180;11.4310;;30.4130;0.0995;6.7490;6.6370;1.2290;34.8420;0.7930;;12.1990;1608.4700;0.1110;0.2970;2.3230;48.7910;0.7380;20.5580;1.9060;35.1760;16.1490
200864520;6675446;650283;KJPA;ICPSGUX;36.5610;;;0.1070;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.2500;;;;;;;;21.1120;;;;;;;;;;;
200864531;6701275;689696;KJPA;ICPALSX;;10582.2998;2.9500;;52.2910;0.5820;0.1930;95144.6016;0.1030;58.3390;6.0570;20.6240;2.0160;12.0150;3.2130;1.7080;0.5990;17420.4004;4.3490;4.3080;0.4010;0.6260;3166.1101;28.4790;15.0220;0.2170;4571.6201;515.1620;0.3380;251.3870;2.4550;27.3180;11.5000;609.0200;13.4660;113.0000;7.2630;30.7120;;112.5670;0.1030;4.8570;5.4470;1.3390;85.3140;0.6120;;10.4200;1204.7800;0.3200;0.2260;1.5190;29.2720;0.2300;20.0720;1.5010;47.5540;16.7930
200864531;6701275;689696;KJPA;ICPSGUX;55.0360;;;0.6510;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27.7620;;;;;;;;24.4030;;;;;;;;;;;
200864539;6675518;638972;KJPA;ICPALSX;;25311.6992;4.4860;;108.8930;1.2340;0.1990;10181.0996;0.0569;127.9120;11.6880;18.0070;1.5080;13.1640;6.6150;3.6570;1.3140;41709.6992;9.9470;8.1500;0.7880;1.3270;3847.6499;58.0400;18.7530;0.4920;9861.8096;729.4520;0.6860;467.8420;4.8120;49.4030;8.8060;1149.6300;14.3090;125.0000;13.4250;28.9660;;45.1260;0.0609;11.4370;9.9060;1.9710;35.0160;1.1560;;33.3430;3032.3899;0.2030;0.5070;4.1620;64.9320;0.8530;34.4100;3.3740;75.3740;27.0030
200864539;6675518;638972;KJPA;ICPSGUX;60.4370;;;0.5660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.7480;;;;;;;;15.7690;;;;;;;;;;;
200864542;6675467;625473;KJPA;ICPALSX;;12758.5996;0.7200;;30.2670;0.5740;0.1550;4648.8398;0.0606;61.3960;5.1050;17.8110;1.1240;6.8780;3.7730;1.9120;0.5380;15864.2002;5.1660;4.7030;0.3530;0.7600;1390.4399;29.1620;10.7810;0.2560;3663.1899;211.6160;0.4090;292.1690;3.9120;28.1190;8.3060;744.2890;9.3120;192.0000;7.5240;13.8460;;120.1540;0.0582;4.9170;5.4870;1.4790;24.7250;0.6560;;12.6950;1482.1400;0.1580;0.2760;2.4190;29.6700;0.4330;18.4720;1.7410;31.8180;13.5850
200864542;6675467;625473;KJPA;ICPSGUX;46.2730;;;1.2520;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.8520;;;;;;;;8.9830;;;;;;;;;;;
200864551;6687631;600994;KJPA;ICPALSX;;9982.1104;0.7830;;20.5630;0.5750;1.0850;5651.6201;0.0384;84.7880;5.2760;12.0940;0.4830;6.0530;4.8240;2.5650;0.7820;17415.5996;3.8690;6.1780;0.5790;0.9270;930.9070;40.5700;6.4600;0.3350;2866.8201;243.9050;0.5000;227.9530;5.3200;36.9000;6.0440;935.2320;9.2200;142.0000;9.6250;7.9000;;40.8500;0.0594;4.3830;7.3130;1.5300;25.6680;0.8920;;18.0330;1517.9600;0.0847;0.3400;3.6280;30.5290;1.0800;24.1110;2.2420;25.3020;20.8860
200864551;6687631;600994;KJPA;ICPSGUX;41.2400;;;0.0500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.8500;;;;;;;;20.7510;;;;;;;;;;;
200864583;6675601;611605;KJPA;ICPALSX;;8682.4297;0.3780;;20.2520;0.3650;0.0847;2996.6299;0.0394;58.2930;3.1880;9.3270;0.4180;3.3480;3.2250;1.6510;0.4380;8051.3198;2.9980;4.2290;0.2480;0.6120;581.6200;25.5130;5.6110;0.2050;1950.0300;129.9840;0.1610;183.1210;2.6450;25.1260;4.2930;458.4060;5.3860;39.1000;6.5780;5.5290;;68.5800;0.0320;3.4090;5.1680;0.9950;19.7740;0.5850;;11.8980;916.5800;0.0743;0.2190;1.7430;15.1910;0.2660;14.6080;1.4110;16.1000;9.2270
200864583;6675601;611605;KJPA;ICPSGUX;34.3950;;;0.0500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.6220;;;;;;;;7.9610;;;;;;;;;;;
200864615;6675084;586587;KJPA;ICPALSX;;22666.3008;1.0340;;59.4380;1.1170;0.2670;8790.2695;0.0632;119.4530;7.6630;23.7570;1.5800;16.1810;5.0070;2.7650;1.0570;26303.0996;7.8440;5.9640;0.8290;0.9820;1191.6899;43.9790;11.3080;0.3980;6048.5098;453.5980;0.2350;671.0010;3.7360;37.6990;9.0080;766.9890;11.1080;132.0000;10.2790;15.3660;;50.9510;0.0714;9.1920;7.2560;1.8430;58.9850;0.9010;;17.8680;2194.3799;0.1550;0.3890;3.2765;50.9540;0.8990;24.9490;2.6250;44.2790;27.4290
200864615;6675084;586587;KJPA;ICPSGUX;49.6330;;;1.1810;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.7660;;;;;;;;19.6840;;;;;;;;;;;
200864621;6678079;598473;KJPA;ICPALSX;;20893.6992;1.0740;;19.9700;0.4200;0.1710;7399.0098;0.0637;47.1560;14.7400;20.2830;0.6780;40.8320;2.7900;1.5370;0.5090;20034.0996;4.9370;3.3720;0.1280;0.5520;890.2410;23.0600;8.9280;0.2030;6169.2202;307.5300;0.3160;273.8430;4.0630;20.6380;16.1440;766.6860;6.7820;74.0000;5.6180;8.7900;;149.4850;0.0491;6.0050;4.1950;1.2090;30.9160;0.4870;;7.9670;1311.1801;0.0655;0.2070;1.8400;36.6450;0.6670;15.9270;1.4470;30.7970;5.2430
200864621;6678079;598473;KJPA;ICPSGUX;25.8020;;;0.2870;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.7420;;;;;;;;21.9840;;;;;;;;;;;
200864636;6687490;588521;KJPA;ICPALSX;;9060.6397;0.5540;;28.4120;0.3990;0.1310;4220.1602;0.0180;50.0310;3.0380;12.4750;0.4020;5.5470;3.2040;1.7460;0.4650;11569.2002;3.3320;3.9620;0.5080;0.6120;448.7020;25.0850;5.5100;0.2350;2182.2100;164.3780;0.5600;183.6050;3.0420;22.0100;4.8550;637.3770;6.3720;88.8000;5.9420;5.1800;;59.3470;0.0497;3.7210;4.5370;1.2410;25.8730;0.5840;;11.5410;1054.3900;0.0703;0.2440;2.3990;21.6090;0.5260;17.9900;1.6380;16.8670;17.7690
200864636;6687490;588521;KJPA;ICPSGUX;51.3980;;;0.2420;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.9990;;;;;;;;7.6500;;;;;;;;;;;
200864647;6725540;638958;KJPA;ICPALSX;;5843.0498;2.9910;;22.8400;0.4730;0.2100;74771.2031;0.1190;64.1030;3.2660;11.2200;0.8750;7.4030;4.5820;2.4260;0.7080;12252.4004;2.6780;5.6050;0.4700;0.9030;983.5420;31.3800;7.8520;0.3020;3233.6399;365.5190;0.1300;213.0240;1.8090;31.0060;5.7610;705.2420;16.0480;74.0000;8.1420;10.0660;;41.7540;0.0749;3.7420;6.4820;0.9110;69.1960;0.8190;;13.5190;809.4710;0.1490;0.3230;1.9940;20.5920;0.5840;22.1540;2.0730;37.7430;14.4600
200864647;6725540;638958;KJPA;ICPSGUX;71.0830;;;0.2700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.7810;;;;;;;;21.4140;;;;;;;;;;;
200972009;6587735;364362;KJPA;ICPALSX;;4284.9502;6.0630;;18.3810;0.2580;0.1480;74241.8984;0.2650;56.8040;3.0820;10.1450;0.6080;10.7330;3.4750;1.7870;0.4900;11994.2002;2.0370;4.6230;0.3780;0.6680;982.6760;25.9800;4.8970;0.2070;2128.8201;324.0130;0.2230;188.2080;1.8420;25.5630;5.3160;751.7150;20.7370;76.4000;6.7480;8.2410;;177.2840;0.0949;2.8310;5.4640;0.7000;64.6590;0.6450;;10.0090;753.1840;0.1740;0.2280;1.7110;19.9120;0.2530;18.4900;1.4550;45.9390;12.7550
200972009;6587735;364362;KJPA;ICPSGUX;20.7550;;;0.1420;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.7940;;;;;;;;15.9340;;;;;;;;;;;
200972035;6589556;352013;KJPA;ICPALSX;;12137.5996;1.3760;;28.7920;0.8120;0.3570;4548.6099;0.0740;94.6690;5.8410;10.3700;2.1030;10.0630;5.4820;3.5660;1.1470;27247.8008;6.5310;5.5990;0.4620;1.1600;2220.8101;35.2760;15.6610;0.5240;3850.8401;390.1460;0.5470;350.5070;8.6320;32.6710;5.1280;119.5260;10.5600;53.0000;8.7090;21.3020;;43.9200;0.2030;6.7770;6.7520;2.4060;28.0990;0.9010;;17.4450;2959.3201;0.1440;0.5390;8.5790;49.0390;0.3500;31.3300;3.6650;39.7630;13.8700
200972035;6589556;352013;KJPA;ICPSGUX;37.6600;;;0.3730;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.0580;;;;;;;;14.4810;;;;;;;;;;;
200972068;6599992;350024;KJPA;ICPALSX;;15983.4004;0.4580;;55.5640;0.4310;0.2410;7525.8301;0.0840;113.2550;7.7510;9.2490;2.5670;32.3610;5.9080;3.5080;1.3720;24546.5996;5.2170;6.4240;0.1680;1.2290;3366.7400;41.6620;10.0190;0.4710;5146.0601;448.5620;0.3720;400.0250;8.1060;38.0390;8.5140;1305.5200;9.4260;32.2000;10.0370;24.4640;;118.4260;0.0911;6.6950;7.5070;1.8850;27.5830;1.0140;;14.1350;2593.6001;0.1660;0.4960;2.8840;44.7660;0.6520;32.6660;3.3230;40.9260;6.2940
200972068;6599992;350024;KJPA;ICPSGUX;30.6970;;;0.2430;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.9800;;;;;;;;31.1730;;;;;;;;;;;
200972072;6599623;365519;KJPA;ICPALSX;;25414.3008;3.4920;;63.4710;1.0210;0.4870;3540.7300;0.0467;98.2350;7.9610;30.0250;3.1550;30.9280;5.4130;2.9290;1.2220;23877.0000;6.2860;6.4390;0.2470;1.0680;2066.4600;46.9770;18.3840;0.4080;5664.9399;408.2770;0.8800;222.2210;8.0310;38.4630;15.4470;418.1980;11.2490;49.8000;10.6250;20.8940;;487.3310;0.1960;5.5390;7.9390;2.1150;20.2710;0.9680;;22.8450;2314.1399;0.1480;0.4200;5.0830;45.6730;3.5090;27.5040;2.8730;41.7640;9.9050
200972072;6599623;365519;KJPA;ICPSGUX;96.8240;;;1.0180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.1620;;;;;;;;34.0150;;;;;;;;;;;
200972085;6599638;378218;KJPA;ICPALSX;;10295.2002;0.3190;;28.6930;0.3900;0.1590;4878.8398;0.0761;45.8160;3.2280;8.1430;0.9540;4.3940;3.3740;2.0670;0.7070;11402.2002;3.5460;3.3760;0.1130;0.7080;852.3020;21.4060;4.5330;0.2860;2556.7900;208.4660;0.4400;295.6780;7.7920;19.4030;5.1940;721.6420;6.1890;17.1000;5.1880;7.2030;;70.3640;0.1230;4.1810;3.8730;1.4470;17.6880;0.5440;;6.2800;1899.6899;0.0616;0.2910;1.5860;27.7770;0.5860;18.7580;1.9780;17.1500;4.0570
200972085;6599638;378218;KJPA;ICPSGUX;27.2040;;;0.4850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.9140;;;;;;;;9.3210;;;;;;;;;;;
200972102;6562899;389139;KJPA;ICPALSX;;8919.5898;0.3900;;33.9180;0.3680;0.1270;4994.8999;0.0823;53.4770;2.4500;8.0990;0.3730;7.7870;3.5240;2.1560;0.7640;12538.4004;2.9930;3.5270;0.2830;0.7360;748.3030;23.7320;2.1650;0.2900;1444.0700;204.7540;0.2820;517.6430;6.7750;21.2490;4.1240;685.6460;4.8530;108.0000;5.9180;5.4040;;58.4530;0.0656;3.9130;4.3640;1.2940;25.6000;0.5650;;7.2990;1643.9900;0.0419;0.3050;1.8260;26.0610;0.2510;20.8070;2.0170;16.6030;9.8810
200972102;6562899;389139;KJPA;ICPSGUX;38.3140;;;0.2060;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.3380;;;;;;;;16.7610;;;;;;;;;;;
200972130;6553050;353340;KJPA;ICPALSX;;13736.5000;2.6250;;102.9550;0.6240;0.2040;6101.9600;0.0576;94.5840;12.6470;22.7360;4.1380;19.3890;5.4310;3.1600;1.3890;38474.8984;5.1780;5.7900;0.4890;1.1200;1653.8800;35.6650;18.0580;0.3860;8492.3604;528.0830;0.3420;173.4630;3.0660;33.4050;25.0120;1228.3001;16.4140;319.0000;8.9250;18.3380;;92.3210;0.2650;4.8940;6.8120;1.0860;30.6680;0.8540;;9.4250;2955.9299;0.1470;0.4160;2.6880;47.1710;0.3770;29.4290;2.8360;62.4540;24.8720
200972130;6553050;353340;KJPA;ICPSGUX;92.5570;;;7.5640;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.5390;;;;;;;;27.1470;;;;;;;;;;;
200972135;6552813;341969;KJPA;ICPALSX;;6514.6099;0.3780;;7.4290;0.4370;0.1870;2297.6799;0.0287;30.8830;1.7120;6.8430;0.3900;2.6010;3.2670;1.9120;0.5520;12458.5000;2.3190;3.4000;0.1780;0.6670;356.7390;14.4580;2.8630;0.2440;1242.2100;117.2930;0.2330;103.9250;6.0710;17.5840;2.9320;63.3640;8.0520;26.8000;4.5070;3.4030;;92.1350;0.1140;2.2980;3.9420;0.9680;11.9990;0.5390;;7.9680;1228.4399;0.0272;0.2670;2.1670;19.6460;0.3190;15.8800;1.7550;13.8090;5.5910
200972135;6552813;341969;KJPA;ICPSGUX;24.4670;;;0.0500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.7300;;;;;;;;17.7680;;;;;;;;;;;
200972152;6540138;339027;KJPA;ICPALSX;;18850.9004;0.6870;;52.3900;0.5680;0.1750;5582.5098;0.0304;48.5000;12.1690;33.1290;1.1410;32.6140;3.2860;1.8570;0.7750;25900.6992;5.5230;3.6400;0.1660;0.6430;1087.0800;24.6170;12.1760;0.2380;10475.7998;376.3170;0.5530;168.1300;4.6780;22.4660;18.0370;579.3310;8.4430;40.2000;6.0450;9.0470;;94.3680;0.1600;4.8630;4.3920;1.0210;44.6810;0.5600;;7.5320;2272.8301;0.0836;0.2640;2.1940;47.1620;0.4860;16.6060;1.7430;55.0850;5.4260
200972152;6540138;339027;KJPA;ICPSGUX;26.2090;;;0.0710;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.7030;;;;;;;;16.7530;;;;;;;;;;;
