providlyear;ns;ew;objekt;typmetod;Ag (ppb);Al (ppm);As (ppm);Au (ppb);Ba (ppm);Be (ppm);Bi (ppm);Ca (ppm);Cd (ppm);Ce (ppm);Co (ppm);Cr (ppm);Cs (ppm);Cu (ppm);Dy (ppm);Er (ppm);Eu (ppm);Fe (ppm);Ga (ppm);Gd (ppm);Hf (ppm);Ho (ppm);K (ppm);La (ppm);Li (ppm);Lu (ppm);Mg (ppm);Mn (ppm);Mo (ppm);Na (ppm);Nb (ppm);Nd (ppm);Ni (ppm);P (ppm);Pb (ppm);Pd (ppb);Pr (ppm);Rb (ppm);Rh (ppb);S (ppm);Sb (ppm);Sc (ppm);Sm (ppm);Sn (ppm);Sr (ppm);Tb (ppm);Te (ppb);Th (ppm);Ti (ppm);Tl (ppm);Tm (ppm);U (ppm);V (ppm);W (ppm);Y (ppm);Yb (ppm);Zn (ppm);Zr (ppm)
200972168;6540769;353422;KJPA;ICPALSX;;15883.0996;0.9750;;67.1350;0.4910;0.1950;4961.0498;0.0806;47.3480;3.8450;11.8320;1.7550;10.4080;3.1570;1.8070;0.7750;17597.4004;5.5600;3.5240;0.2670;0.6340;1755.8500;23.9020;7.2550;0.2500;3061.8799;250.5850;0.5190;279.4500;8.6370;21.3370;6.8280;728.6880;15.2640;42.9000;5.6870;18.4790;;279.1680;0.3310;4.8250;4.0380;1.6010;34.1730;0.5210;;9.6440;2544.4700;0.1200;0.2510;1.6010;38.6380;0.4460;16.7540;1.6960;36.0470;9.2930
200972168;6540769;353422;KJPA;ICPSGUX;60.8670;;;0.5660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.6710;;;;;;;;17.5280;;;;;;;;;;;
200972184;6538195;390482;KJPA;ICPALSX;;6950.2202;0.4400;;29.6640;0.2210;0.1050;4096.2202;0.0377;36.9390;1.9390;7.5390;0.4250;6.6470;2.8070;1.7660;0.5560;8616.6602;2.6130;2.8850;0.2150;0.5890;639.9680;17.9780;3.6530;0.2420;1310.3001;149.4280;0.2640;256.5200;5.1310;16.4570;2.9570;838.8540;4.6110;51.2000;4.5400;6.0020;;66.2730;0.0705;2.6930;3.3060;1.3330;24.3050;0.4560;;5.3180;1424.2600;0.0530;0.2470;1.2310;20.8720;0.3300;15.9030;1.6880;13.7870;7.0610
200972184;6538195;390482;KJPA;ICPSGUX;57.6240;;;0.5220;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.9210;;;;;;;;22.6880;;;;;;;;;;;
200972209;6565156;377725;KJPA;ICPALSX;;12214.7998;0.5120;;38.2520;0.5430;0.2030;5387.7500;0.1040;69.4170;4.7040;7.8710;2.1960;5.3560;4.9200;2.8640;1.0410;16327.9004;4.4040;5.2550;0.2290;1.0130;1994.7300;33.0430;9.4860;0.4030;3322.3201;297.7060;0.3880;360.8640;7.9080;29.4590;4.9010;972.8890;7.3940;34.5000;8.0170;17.8240;;75.4050;0.1110;5.0380;5.7900;1.4780;23.0620;0.8650;;9.9960;1943.5800;0.1080;0.4060;2.1020;39.4590;0.4220;24.9690;2.7460;35.2040;6.2010
200972209;6565156;377725;KJPA;ICPSGUX;31.2260;;;0.3180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.8320;;;;;;;;18.6580;;;;;;;;;;;
200972224;6577229;353429;KJPA;ICPALSX;;8004.3701;1.5240;;18.0340;0.3960;0.2230;4297.7500;0.0571;58.2320;2.2590;7.5910;1.0500;5.2890;3.8860;2.3200;0.7930;20110.5996;3.0600;4.0050;0.2620;0.8090;558.0220;26.0310;3.7820;0.3370;1326.7400;201.7870;0.3450;189.2840;6.3360;23.6800;2.4140;827.2610;6.2010;43.3000;6.4820;5.3840;;181.2030;0.1680;4.3420;4.7550;1.3940;23.1710;0.6380;;9.1670;1741.2900;0.0442;0.3290;2.2220;33.0700;0.3310;22.9590;2.2960;12.6880;9.8850
200972224;6577229;353429;KJPA;ICPSGUX;36.3480;;;0.0500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.6220;;;;;;;;15.2370;;;;;;;;;;;
200972241;6564901;350701;KJPA;ICPALSX;;11486.0000;0.5810;;38.8210;0.5060;0.2230;4455.1099;0.0613;73.1490;4.3510;5.2950;2.2530;8.0680;3.0590;1.7910;0.7550;17152.5996;5.0350;3.4840;0.1200;0.6250;2020.6700;26.9700;13.8520;0.2430;4753.6401;342.3100;0.3170;193.8900;6.3070;22.5580;3.5760;761.5590;7.0190;33.5000;6.2000;16.5970;;97.3510;0.1020;4.9550;4.1340;1.3410;19.4250;0.5260;;6.7830;2073.4500;0.0879;0.2490;1.7680;28.2380;0.3810;18.2480;1.6760;36.2330;4.8790
200972241;6564901;350701;KJPA;ICPSGUX;29.1720;;;0.1520;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.7360;;;;;;;;18.1900;;;;;;;;;;;
200972247;6577374;365290;KJPA;ICPALSX;;13152.0000;0.6040;;74.6130;0.4990;0.1490;6896.0000;0.0706;74.3240;5.3830;15.1530;1.3780;15.9350;3.2170;1.9270;0.7690;17276.0000;4.5910;3.5180;0.2490;0.6600;1494.1000;27.1960;5.8180;0.2780;3587.8401;344.3560;0.2140;424.8060;6.4860;23.3030;10.4270;810.2190;6.5890;45.8000;6.5770;13.7780;;39.9110;0.0891;5.1020;4.4970;1.2580;32.3760;0.5480;;9.4360;2077.2300;0.0946;0.2650;1.7400;42.9530;0.3800;20.0150;1.8760;25.8680;9.5110
200972247;6577374;365290;KJPA;ICPSGUX;24.4220;;;0.7000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.2730;;;;;;;;16.4060;;;;;;;;;;;
200972269;6564597;364373;KJPA;ICPALSX;;12773.0996;0.5560;;28.6460;0.6270;0.1800;2983.3701;0.0655;126.7810;3.0010;8.6750;1.1220;7.4400;4.5820;2.5460;0.8100;15183.0996;3.7410;5.3500;0.3320;0.9390;425.3930;29.8330;5.9410;0.3870;2133.3601;201.8970;0.6550;209.8860;6.3340;26.0890;3.8350;188.6930;8.5400;196.0000;7.3780;5.6300;;137.7320;0.0939;4.4790;4.9680;1.2720;22.7070;0.8470;;13.5960;1819.1200;0.0562;0.3920;4.1140;27.0190;0.4020;22.8690;2.7190;17.7770;9.6520
200972269;6564597;364373;KJPA;ICPSGUX;42.6440;;;0.1460;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.4350;;;;;;;;23.6410;;;;;;;;;;;
200972293;6551317;367212;KJPA;ICPALSX;;12615.2998;0.5840;;30.3630;0.3260;0.1810;6133.3301;0.0899;60.2440;3.5850;7.3020;0.9300;12.5800;3.5850;2.1120;0.8260;15829.2998;3.1290;3.9110;0.1940;0.7350;971.2120;28.1410;4.7230;0.3030;2526.1599;235.6130;0.2540;348.0640;7.7210;26.0690;4.5630;896.0990;6.4240;36.6000;7.1270;8.3190;;69.4300;0.1230;4.2340;5.1580;1.2410;30.6430;0.6040;;8.4260;1853.5100;0.0433;0.2980;1.5650;33.1750;0.5220;22.5910;2.0510;18.9060;7.5310
200972293;6551317;367212;KJPA;ICPSGUX;20.4210;;;1.0930;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.3930;;;;;;;;27.7370;;;;;;;;;;;
200972305;6553116;379283;KJPA;ICPALSX;;13647.0000;0.4420;;64.8900;0.3900;0.1570;4287.3799;0.0599;42.9160;3.1900;11.0940;0.9580;7.2480;3.0430;1.8280;0.6670;10852.7002;4.2690;3.2680;0.2080;0.6250;894.0550;21.7370;5.6280;0.2540;2031.9399;196.2870;0.2890;278.2310;8.2110;19.3630;5.9130;549.0630;5.8710;39.1000;5.1850;8.6740;;499.4810;0.1220;4.1690;3.7650;1.5390;30.3860;0.5090;;8.3650;2237.5701;0.0590;0.2560;1.7540;27.4750;0.2920;16.4420;1.7480;17.9140;7.8040
200972305;6553116;379283;KJPA;ICPSGUX;34.2850;;;0.2240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.2850;;;;;;;;9.7150;;;;;;;;;;;
200972318;6550468;390269;KJPA;ICPALSX;;10350.0000;0.3490;;32.2270;0.2890;0.1810;2533.8001;0.0233;46.3150;1.7890;9.3970;0.7470;6.4580;3.4660;1.9800;0.6250;6235.7300;3.5050;3.5750;0.1450;0.7020;505.0150;21.1740;5.9180;0.2530;1257.2600;129.4800;0.2790;119.2030;9.4800;20.4000;4.0010;468.1450;5.7480;25.7000;5.5840;5.4110;;203.7550;0.0778;3.5430;4.1790;1.8740;14.6920;0.5820;;9.2180;1721.0100;0.0419;0.2830;2.5310;18.2210;0.3200;16.0520;1.8740;13.9690;5.2060
200972318;6550468;390269;KJPA;ICPSGUX;26.9740;;;0.0500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.2270;;;;;;;;12.2560;;;;;;;;;;;
200972439;6513572;339729;KJPA;ICPALSX;;11602.9004;3.0430;;76.6590;0.5270;0.1920;5235.6802;0.1080;70.9650;5.7780;12.3650;1.4970;22.3770;4.2670;2.5220;0.8810;18537.0000;4.0580;4.6250;0.4180;0.8780;1943.3900;27.0240;6.3460;0.3300;3079.5501;409.0920;0.2080;242.2550;6.7530;26.6800;8.1280;446.8890;8.9710;81.4000;6.9950;16.5910;;43.5280;0.3510;3.9790;5.4500;1.4270;24.4210;0.7090;;9.6770;1725.3700;0.1360;0.3510;1.6750;33.7810;0.3850;21.6730;2.3770;31.3730;15.8470
200972439;6513572;339729;KJPA;ICPSGUX;46.1070;;;0.6050;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.0990;;;;;;;;21.6390;;;;;;;;;;;
200972440;6501738;339379;KJPA;ICPALSX;;17351.4004;3.2550;;46.4070;0.5130;0.3910;1631.0601;0.0546;75.6090;7.9710;17.0860;2.8640;52.9860;3.2740;1.5850;1.0110;22695.9004;4.7510;4.9760;0.4090;0.6210;1749.2100;39.8740;10.9710;0.1860;5010.6602;218.7520;0.2880;122.1210;4.0430;35.4290;14.8180;703.7390;24.4270;80.6000;9.4040;18.0070;;499.7330;0.3130;5.0740;6.6720;0.9860;17.9830;0.6410;;9.4590;1719.1700;0.1110;0.2160;1.9780;32.3250;0.6210;15.6710;1.3730;67.4850;17.2070
200972440;6501738;339379;KJPA;ICPSGUX;128.3990;;;3.5490;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.0680;;;;;;;;47.5670;;;;;;;;;;;
200972474;6537623;364809;KJPA;ICPALSX;;5640.1602;0.3180;;31.4270;0.3890;0.1290;5331.4702;0.0486;75.7910;2.6970;6.9830;0.3810;10.7680;5.7830;3.4660;1.1040;11961.2002;2.3250;6.1120;0.4540;1.1990;914.7040;37.2540;1.9870;0.4860;1565.9900;195.3440;0.2160;352.1130;4.1510;36.9530;3.0400;791.9860;4.4910;41.2000;10.0570;5.5270;;12.1390;0.0925;3.5720;7.3030;1.3770;30.5610;0.9810;;10.0970;1362.1200;0.0474;0.4930;3.0130;25.1100;0.3210;26.7480;3.3390;13.7450;10.3840
200972474;6537623;364809;KJPA;ICPSGUX;36.3700;;;0.2080;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.4030;;;;;;;;8.1480;;;;;;;;;;;
200972496;6528182;339904;KJPA;ICPALSX;;20883.9004;0.7560;;38.9930;0.4800;0.0983;9503.8799;0.0402;58.0720;14.7960;27.9010;0.7500;42.7470;2.6030;1.3940;0.8610;28834.8008;6.3490;3.0390;0.2590;0.5090;1127.4900;22.9500;10.2230;0.1640;9430.4004;405.0130;0.2480;110.7760;4.0400;20.3310;28.1760;201.6540;6.0400;34.2000;5.5210;7.7740;;49.1130;0.2280;5.3700;3.8250;0.9570;111.9430;0.4660;;8.4680;4170.0601;0.0806;0.1880;1.3000;63.7530;0.2920;12.4990;1.2190;41.2910;7.0050
200972496;6528182;339904;KJPA;ICPSGUX;28.1520;;;1.0320;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30.2480;;;;;;;;13.6430;;;;;;;;;;;
200972501;6502173;352206;KJPA;ICPALSX;;19102.8008;1.0350;;73.6340;0.7220;0.1650;3594.8899;0.0604;38.9070;5.2700;14.9890;2.5160;5.5240;2.0500;1.2780;0.4810;16776.0996;6.5260;2.1620;0.1890;0.4320;2466.4099;16.8140;19.5680;0.1740;4245.5601;298.7560;0.2750;214.3130;5.6000;13.6900;9.3210;264.5090;7.9260;43.7000;3.8850;25.0700;;94.3540;0.1840;4.8090;2.6020;1.4930;32.1390;0.3420;;5.1790;2019.9100;0.1540;0.1780;1.3830;32.4170;0.2340;13.1890;1.1860;41.2030;7.8950
200972501;6502173;352206;KJPA;ICPSGUX;49.7420;;;0.4800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.8850;;;;;;;;10.3680;;;;;;;;;;;
200972502;6513590;350713;KJPA;ICPALSX;;14284.7002;1.3150;;51.6340;0.4880;0.1340;2751.0601;0.0487;28.0520;7.3780;12.6110;1.8290;4.2470;1.5280;0.9070;0.4410;14748.0996;4.2580;1.6920;0.2140;0.3140;1732.6500;12.8420;11.0750;0.1320;3625.5300;362.4610;0.2590;325.9060;4.2460;11.2680;7.9060;185.5250;6.9820;143.0000;3.0720;22.3470;;68.2550;0.1540;3.8070;2.1440;0.9570;26.8460;0.2580;;5.0070;1783.1100;0.1200;0.1300;1.1390;27.4920;0.1960;8.6990;0.8970;44.8050;8.3470
200972502;6513590;350713;KJPA;ICPSGUX;34.0620;;;0.3570;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.8730;;;;;;;;12.8440;;;;;;;;;;;
200972518;6525312;328314;KJPA;ICPALSX;;19944.9004;1.1940;;40.9090;0.5600;0.1740;3115.1399;0.0538;54.1740;6.4760;17.8580;2.4330;14.7830;2.2090;1.1690;0.6450;22009.0996;5.6580;2.8370;0.2040;0.4320;1530.8300;25.4970;14.4510;0.1590;4657.5000;226.1740;0.4230;113.2030;6.4750;22.1800;12.6440;494.2790;8.9070;41.4000;6.1100;19.5480;;1117.0601;0.1820;4.2750;3.9690;1.2880;30.5880;0.4090;;9.6910;2749.2700;0.1040;0.1870;2.5920;47.4690;0.3440;13.6510;1.0970;37.4300;9.2600
200972518;6525312;328314;KJPA;ICPSGUX;33.4050;;;0.4640;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.3220;;;;;;;;15.4540;;;;;;;;;;;
200972547;6527667;352266;KJPA;ICPALSX;;13933.4004;3.8160;;103.3470;0.6600;0.1580;3088.4700;0.0198;101.1240;4.3950;11.5560;2.0270;15.2060;5.1040;2.8920;1.2840;15766.5000;4.4650;6.2180;0.6540;1.0430;3563.7600;52.4730;5.0900;0.3430;2297.3301;182.5990;0.1950;160.3140;1.7690;41.7230;5.5610;438.1320;11.5760;114.0000;11.6940;22.1500;;15.4300;0.5100;5.0030;7.4340;1.2540;21.5950;0.9000;;7.3900;1891.4301;0.1470;0.3960;2.3190;23.7680;0.1510;32.0740;2.4820;19.9460;23.3860
200972547;6527667;352266;KJPA;ICPSGUX;86.8490;;;0.7820;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.4820;;;;;;;;8.4460;;;;;;;;;;;
200972562;6599508;392252;KJPA;ICPALSX;;11880.7002;0.6210;;31.0570;0.3330;0.1350;5003.9800;0.0720;53.2080;3.3130;9.7330;0.5960;9.7600;3.7780;2.2620;0.8610;13348.5000;3.1250;3.9530;0.2300;0.7740;952.4950;25.4090;4.2310;0.3180;1969.0601;196.9980;0.3460;256.3470;6.9620;23.1270;7.9250;800.5620;4.5980;51.9000;6.3240;7.5060;;142.4690;0.0812;4.5860;4.6110;1.2270;28.5780;0.6570;;7.3080;1655.5200;0.0458;0.3140;1.7200;34.6980;0.2410;19.9670;2.1390;16.2790;7.9600
200972562;6599508;392252;KJPA;ICPSGUX;29.6930;;;0.0500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.9660;;;;;;;;14.8310;;;;;;;;;;;
200972583;6528372;315691;KJPA;ICPALSX;;11979.9004;1.7970;;37.2130;0.4570;0.2730;4228.0801;0.0524;86.9830;8.2400;17.2650;1.4730;33.3110;4.3660;2.3550;0.9280;26283.0996;4.5380;4.7480;0.1590;0.8490;1430.1400;33.0060;9.3120;0.3050;5233.7500;305.6990;1.1640;192.2850;3.1110;29.9090;12.9710;749.0720;17.3230;35.3000;8.3130;14.3320;;107.2820;0.1120;3.6350;5.7520;0.8510;16.0940;0.7380;;16.1550;1511.0900;0.1040;0.3300;2.9390;36.1330;0.3700;20.8050;2.1800;49.7960;6.4550
200972583;6528372;315691;KJPA;ICPSGUX;33.6830;;;0.1530;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.6130;;;;;;;;115.3120;;;;;;;;;;;
200972595;6528324;303788;KJPA;ICPALSX;;6170.1299;0.8480;;13.6300;0.2500;0.2250;2850.7400;0.0417;60.8740;1.9890;7.1480;0.7550;11.6600;3.5310;2.0160;0.7550;10669.7002;2.1850;4.0200;0.1790;0.7090;588.6770;25.1820;2.6920;0.2560;1290.1700;131.6110;0.3740;145.9580;4.4470;24.8480;4.3200;668.2930;6.1530;28.0000;6.6990;5.0220;;134.3480;0.1080;2.6820;4.8020;1.0100;13.8870;0.6280;;11.4810;1147.7400;0.0401;0.2760;2.0330;22.0370;0.4210;16.5390;1.8250;14.1010;5.3000
200972595;6528324;303788;KJPA;ICPSGUX;24.6510;;;0.0500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.3600;;;;;;;;21.3610;;;;;;;;;;;
200972607;6540285;329060;KJPA;ICPALSX;;11405.2002;0.7450;;30.2320;0.3590;0.1060;5987.5400;0.0512;60.4190;7.8780;15.1960;1.1530;13.0720;3.1780;1.8400;0.8930;15151.7998;3.5440;3.7710;0.1920;0.6540;1795.5900;26.6970;6.2460;0.2410;4256.4399;224.9740;0.2110;145.9860;4.7750;24.5040;11.9820;1147.4700;5.5970;26.3000;6.4690;14.5620;;38.2140;0.1180;3.4880;4.5500;0.9390;47.0040;0.5700;;7.2360;1830.0000;0.1120;0.2520;1.6050;34.1480;0.2790;16.5260;1.6920;26.5900;5.8580
200972607;6540285;329060;KJPA;ICPSGUX;47.0960;;;0.2250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.8950;;;;;;;;20.3920;;;;;;;;;;;
200972614;6553020;325973;KJPA;ICPALSX;;5308.8701;0.6240;;11.7260;0.2530;0.1360;4434.9102;0.0763;49.6410;2.7490;8.7480;0.5480;16.0040;3.7740;2.2870;0.7230;14601.0996;2.3370;3.8050;0.2800;0.7790;720.2510;22.9730;2.7450;0.3110;1651.0100;164.3400;0.2040;217.0980;4.9480;21.9980;6.8110;797.9550;5.6630;62.8000;6.0670;5.6340;;30.1400;0.0971;3.0490;4.5160;1.0680;17.6470;0.6070;;7.6030;1410.5900;0.0500;0.3220;1.6210;24.3530;0.3460;20.0500;2.1780;14.3420;7.6990
200972614;6553020;325973;KJPA;ICPSGUX;29.9400;;;0.0500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.6440;;;;;;;;20.5620;;;;;;;;;;;
200972649;6553127;316288;KJPA;ICPALSX;;14008.5996;0.5830;;68.8630;0.3980;0.1600;5512.4102;0.0817;59.5820;7.3550;17.0940;2.3830;21.9530;3.2170;1.8680;0.7260;19215.1992;5.0370;3.5520;0.1990;0.6530;2163.1699;22.0110;8.2050;0.2690;3966.2800;291.1330;0.2140;304.1780;6.3490;21.6830;15.6740;734.6640;7.1750;38.4000;5.8250;21.5560;;65.2150;0.0894;5.2520;4.3790;1.2370;22.5590;0.5570;;8.7270;2131.6001;0.1580;0.2660;1.8200;37.2010;0.4120;19.4080;1.8470;33.9950;7.7640
200972649;6553127;316288;KJPA;ICPSGUX;39.9630;;;0.3850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.5940;;;;;;;;18.3170;;;;;;;;;;;
200972657;6540295;316448;KJPA;ICPALSX;;10468.4004;0.6620;;40.0370;0.2970;0.1010;4225.9800;0.0603;52.8740;7.7220;16.8760;1.2940;32.1180;3.3410;1.9220;0.7350;16647.1992;3.5150;3.8150;0.1640;0.6780;2100.0200;22.7430;6.0680;0.2680;4022.5501;238.7640;0.2910;238.1680;4.2920;22.2530;12.5770;689.9960;8.2590;24.0000;5.7780;17.2430;;27.4430;0.0916;4.0120;4.5180;0.8770;17.3140;0.5810;;8.3330;1632.3300;0.1320;0.2680;1.2880;32.4130;0.2950;16.4680;1.8180;38.6310;4.9950
200972657;6540295;316448;KJPA;ICPSGUX;30.0440;;;0.1480;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.9720;;;;;;;;19.4390;;;;;;;;;;;
200972672;6515466;302619;KJPA;ICPALSX;;18046.5000;0.8110;;73.1930;0.5510;0.2120;4772.5898;0.0580;63.1290;6.2190;17.3960;3.5300;30.5270;3.4460;1.9120;0.7670;19592.5996;5.4720;3.8780;0.2480;0.6800;2642.7100;28.4780;10.5340;0.2530;4247.3101;275.8700;0.2090;670.8370;5.5650;26.7100;9.4310;719.3290;8.2080;202.0000;7.0900;27.4050;;54.2470;0.1070;4.8650;4.8530;1.2830;27.9810;0.5970;;11.9640;1918.6600;0.1940;0.2610;1.7700;38.5310;0.6860;18.7400;1.8220;30.6240;8.4030
200972672;6515466;302619;KJPA;ICPSGUX;36.2720;;;0.1880;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.1170;;;;;;;;29.1700;;;;;;;;;;;
200973019;6651068;711680;KJPA;ICPALSX;;17171.9004;8.8200;;65.4390;1.1810;1.1650;6752.8501;0.1100;119.3560;9.0180;24.7760;5.1430;36.3500;5.8650;2.8390;1.4180;28009.3008;7.2540;8.1750;0.4430;1.1060;3373.6599;56.6150;22.1900;0.3540;7808.5200;483.8050;0.4590;398.5130;3.5640;50.0460;12.6890;980.2020;23.5570;89.5000;13.5290;36.9520;;58.8860;0.1920;7.7990;10.0670;1.7190;26.4730;1.1070;;15.4830;1863.6801;0.3650;0.3760;2.7830;48.1410;0.9900;29.3660;2.4260;69.5440;20.3540
200973019;6651068;711680;KJPA;ICPSGUX;74.5680;;;0.9660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.3090;;;;;;;;32.9980;;;;;;;;;;;
200973034;6664089;713268;KJPA;ICPALSX;;14380.2998;6.8690;;70.6300;0.7860;0.2830;94881.6016;0.1710;61.9770;8.3920;23.7540;2.6790;17.6420;3.7050;1.9590;0.7480;22663.0000;5.6710;4.8490;0.6340;0.7200;4185.9702;29.1670;18.4910;0.2430;6102.1401;586.5600;0.6670;281.6070;1.5410;28.2420;16.3470;599.6640;16.4260;116.0000;7.3980;35.4210;;189.3310;0.1680;6.2600;5.7850;1.4040;83.3220;0.6820;;9.9070;1418.1300;0.3210;0.2620;2.1920;37.1930;0.3490;19.9490;1.7270;58.9110;23.0980
200973034;6664089;713268;KJPA;ICPSGUX;54.1340;;;0.5080;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33.0440;;;;;;;;22.3150;;;;;;;;;;;
200973079;6638654;713000;KJPA;ICPALSX;;17965.8008;107.0640;;58.0310;0.5230;1.4520;3231.9099;0.1760;97.4250;8.2340;30.0750;2.1830;38.4640;3.8920;1.7290;0.7150;24111.0000;6.9730;5.6290;0.5970;0.6720;4869.0898;48.2700;17.2620;0.2000;6668.9199;282.0230;1.1630;349.9090;4.7280;39.4080;17.2180;607.9430;55.9090;124.0000;10.9380;46.8290;;72.1050;0.0671;6.3700;7.5780;1.4690;13.8240;0.7410;;20.5760;1739.1200;0.4200;0.2230;3.7430;52.7880;0.8130;17.1000;1.4060;82.7380;20.8030
200973079;6638654;713000;KJPA;ICPSGUX;40.1590;;;2.3440;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.7640;;;;;;;;34.6400;;;;;;;;;;;
200973105;6663583;699505;KJPA;ICPALSX;;7900.3901;11.5250;;22.1750;0.6120;0.3660;4848.0601;0.1350;171.7890;4.0090;13.4140;1.1520;13.2110;8.8520;4.8110;1.7780;19646.0000;3.5960;11.8140;0.6460;1.7370;1325.9399;83.7170;9.5180;0.6460;2668.8301;396.0650;0.7940;234.5440;4.6640;80.4080;6.3440;990.2160;44.4300;93.0000;21.1500;13.5970;;48.2470;0.3420;5.4670;15.2740;1.8280;20.3560;1.6320;;23.9230;1338.0800;0.2280;0.6520;5.3070;27.7800;1.7680;43.6120;4.2740;35.5100;21.1240
200973105;6663583;699505;KJPA;ICPSGUX;67.3650;;;0.0500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.6430;;;;;;;;23.7570;;;;;;;;;;;
200973118;6651352;699238;KJPA;ICPALSX;;7227.8101;3.8220;;33.1570;0.3530;0.1850;74591.2031;0.1210;56.0220;4.1820;12.0130;1.2180;9.1520;3.6790;1.9420;0.6460;14105.5000;2.8860;4.5760;0.5860;0.7200;1594.0501;27.0410;8.5920;0.2430;3323.1899;413.3260;0.4890;217.6490;3.4900;26.0010;6.7080;661.0760;11.1160;133.0000;6.7090;16.0310;;92.1000;0.1060;3.8120;5.2330;0.9460;67.7990;0.6540;;9.8710;1120.3101;0.1840;0.2550;1.5290;21.7040;0.3280;19.6450;1.6980;38.8400;18.2250
200973118;6651352;699238;KJPA;ICPSGUX;56.5330;;;0.6800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.7290;;;;;;;;14.9380;;;;;;;;;;;
200973151;6638481;688343;KJPA;ICPALSX;;10814.2002;3.6850;;27.2020;0.5570;0.2850;3942.9600;0.0760;89.4080;4.4980;16.0060;1.3220;9.7400;4.6730;2.2710;0.8220;16326.4004;3.6440;6.3920;0.4010;0.8790;1480.9301;41.7230;9.1410;0.2660;2776.1201;227.1560;0.8510;196.2680;2.9490;40.0060;8.5250;655.3090;12.7960;128.0000;10.4700;14.6110;;34.6570;0.1230;3.7840;7.7430;1.0240;17.9970;0.8830;;14.7310;988.9730;0.1550;0.2920;2.9530;26.3200;0.8910;22.5400;1.8740;28.5790;11.7960
200973151;6638481;688343;KJPA;ICPSGUX;36.5040;;;3.6180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.0100;;;;;;;;29.7050;;;;;;;;;;;
200973169;6638533;698130;KJPA;ICPALSX;;10914.7998;3.2970;;34.2220;0.5780;0.2410;30297.1992;0.0934;74.2000;5.7950;21.2390;1.7390;17.3200;4.6780;2.5040;0.9690;16018.2002;4.3790;5.9960;0.4040;0.9200;2345.4800;38.5860;14.0870;0.3060;4105.9902;340.2140;0.5300;310.4780;3.8390;36.6730;12.3750;812.6900;12.6940;84.8000;9.5320;27.6230;;102.0970;0.1180;5.6400;7.2880;1.3840;42.7020;0.8760;;12.3130;1339.2200;0.3250;0.3280;1.9920;32.2700;0.5610;24.4200;2.1520;43.6750;15.1750
200973169;6638533;698130;KJPA;ICPSGUX;65.8550;;;0.5810;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.0590;;;;;;;;22.0710;;;;;;;;;;;
200973184;6625729;687913;KJPA;ICPALSX;;11834.2002;1.5860;;35.7450;0.5710;0.1840;4213.2002;0.0357;64.3200;4.8370;18.0800;1.5370;6.4480;3.6140;1.7560;0.6020;14689.4004;4.5160;4.5950;0.4120;0.7070;1351.1200;31.6860;10.8600;0.2460;3406.1001;297.0010;0.2990;479.3100;3.1040;28.7880;7.8100;503.5690;11.0330;208.0000;7.5010;20.3080;;29.7340;0.0791;5.2180;5.4880;1.2900;24.2680;0.6400;;12.5470;1448.1000;0.2320;0.2570;2.4380;28.3340;0.3160;17.8730;1.6810;32.8410;16.0980
